기준_년분기_코드,행정동_코드,행정동_코드_명,서비스_업종_코드,서비스_업종_코드_명,당월_매출_금액,당월_매출_건수,주중_매출_금액,주말_매출_금액,월요일_매출_금액,화요일_매출_금액,수요일_매출_금액,목요일_매출_금액,금요일_매출_금액,토요일_매출_금액,일요일_매출_금액,시간대_00~06_매출_금액,시간대_06~11_매출_금액,시간대_11~14_매출_금액,시간대_14~17_매출_금액,시간대_17~21_매출_금액,시간대_21~24_매출_금액,남성_매출_금액,여성_매출_금액,연령대_10_매출_금액,연령대_20_매출_금액,연령대_30_매출_금액,연령대_40_매출_금액,연령대_50_매출_금액,연령대_60_이상_매출_금액,주중_매출_건수,주말_매출_건수,월요일_매출_건수,화요일_매출_건수,수요일_매출_건수,목요일_매출_건수,금요일_매출_건수,토요일_매출_건수,일요일_매출_건수,시간대_건수~06_매출_건수,시간대_건수~11_매출_건수,시간대_건수~14_매출_건수,시간대_건수~17_매출_건수,시간대_건수~21_매출_건수,시간대_건수~24_매출_건수,남성_매출_건수,여성_매출_건수,연령대_10_매출_건수,연령대_20_매출_건수,연령대_30_매출_건수,연령대_40_매출_건수,연령대_50_매출_건수,연령대_60_이상_매출_건수
20231,11440660,서교동,CS100008,분식전문점,6284486074,409787,4116260368,2168225706,727674687,774086823,813689261,826237759,974571838,1182495348,985730358,504405231,185880820,1473923398,1158909027,2113045896,848321702,2681587507,3271542339,227914616,2392866581,1436786488,922265782,741410720,231885661,283929,125858,50949,54736,55314,57715,65215,69294,56564,23162,17333,101480,79983,138249,49580,168911,228520,16874,159223,95126,62449,49015,14737
20231,11440660,서교동,CS300017,시계및귀금속,313967799,2722,225365661,88602138,24371297,66720392,56477000,40260725,37536247,68593971,20008167,0,24915182,73328133,80558313,122337245,12828926,120816588,168298517,306192,67748321,44332645,61984273,57628856,57114818,2043,679,341,400,418,460,424,450,229,0,113,646,826,1036,101,916,1753,20,764,626,411,560,291
20231,11440660,서교동,CS300018,의약품,9531472432,641615,8220279289,1311193143,1878576547,1600303405,1373986161,1597336254,1770076922,1085492527,225700616,1382851,1764219777,2860832569,3013850104,1768541097,122646034,4156766707,5354771981,38508591,1380390703,1698874538,1597601999,1960841570,2835321285,544856,96759,122309,107466,96113,103359,115609,72119,24640,219,102064,181305,196978,148097,12952,261297,380149,5475,153486,139952,93067,112451,137016
20231,11440660,서교동,CS300019,의료기기,75610623,254,74739423,871200,33081384,0,41658039,0,0,871200,0,0,33081384,871200,0,41658039,0,0,75610623,0,0,871200,0,0,74739423,245,9,122,0,123,0,0,9,0,0,122,9,0,123,0,0,254,0,0,9,0,0,245
20231,11440660,서교동,CS300020,서적,1528933152,52997,884139350,644793802,120181779,152637723,161891302,206826117,242602429,319456748,325337054,0,29504769,294152054,566308706,618800446,20167177,482251784,972133682,31966509,540945567,390785458,208015250,236945945,45726736,29548,23449,3567,4933,5899,7503,7646,12744,10705,0,299,8617,19069,23446,1566,12489,39357,1145,25514,14767,5340,4203,882
20231,11440660,서교동,CS300021,문구,5392388274,155110,4117789051,1274599223,762494858,851856999,792469754,788870362,922097078,689857076,584742147,0,553474293,1271381917,1850098371,1710710068,6723625,1568870396,2708180480,111972369,1037788073,928144695,874560019,843464370,481121351,119704,35406,22201,23642,22975,24204,26682,19826,15580,0,11647,37795,52477,53056,135,48045,88033,5071,43245,31350,22439,23058,10917
20231,11440660,서교동,CS300022,화장품,17222309084,678186,12136242086,5086066998,2463737619,2243782699,2497606754,2317195621,2613919393,2883562644,2202504354,60140963,500121076,2882526433,4696069367,6852135038,2231316207,4538491571,12546492224,497491409,7629790288,3554898348,2112171666,2240937718,1049694370,461517,216669,91194,87740,91099,87270,104214,119186,97483,2249,13052,106781,177122,289079,89903,159149,518516,25207,345977,148220,60460,72503,25301
20231,11440660,서교동,CS300024,운동/경기용품,2442463236,18691,1397339189,1045124047,224504235,257163199,268876879,282131715,364663161,541968967,503155080,0,2397411,373282731,931194693,988520173,147068228,1227505310,1213809588,83893409,954610337,638641865,450930907,268329903,44908478,10767,7924,1912,2061,2128,2104,2562,4197,3727,0,71,2561,6462,8327,1270,8686,9998,676,7904,4861,3101,1830,310
20231,11440660,서교동,CS300026,완구,223497496,7503,91043108,132454388,11716264,9771023,20558016,18277808,30719997,80754650,51699738,0,247683,7243171,75209089,90666024,50131529,170563849,52933647,4368109,58699385,132287594,24061026,3809184,272198,3333,4170,351,339,905,848,890,2432,1738,0,13,218,3392,3136,744,3938,3565,440,3416,2499,844,283,21
20231,11440660,서교동,CS300028,화초,1239100435,61333,837158879,401941556,191607532,146818555,135547857,189184245,174000690,251765730,150175826,0,48811551,278231715,346484736,524025094,41547339,379747494,676538960,29128441,438947818,309696373,122817802,109764988,45931028,35078,26255,5668,6442,5334,10739,6895,15046,11209,0,1318,18805,18531,21255,1424,14596,45153,4046,28463,15669,5603,4305,1661
20231,11440660,서교동,CS300029,애완동물,197236677,3220,120669226,76567451,22132969,15942250,21560978,36103217,24929812,41085225,35482226,53191,3483240,29355273,70109053,77718257,16517663,108952933,80462467,230085,33945728,74776437,29975350,30053733,20434068,1915,1305,331,240,514,394,436,578,727,11,65,519,1154,1267,204,1795,1329,15,600,1084,621,457,345
20231,11440660,서교동,CS300031,가구,16194864,91,16194864,0,11008922,5111285,74657,0,0,0,0,0,0,74657,11008922,5111285,0,11083579,5111285,0,0,5111285,0,11083579,0,91,0,8,8,75,0,0,0,0,0,0,75,8,8,0,83,8,0,0,8,0,83,0
20231,11440660,서교동,CS300032,가전제품,4582863,25,1654923,2927940,0,0,0,0,1654923,0,2927940,0,0,1654923,2927940,0,0,0,1654923,0,0,1654923,0,0,0,12,13,0,0,0,0,12,0,13,0,0,12,13,0,0,0,13,0,0,13,0,0,0
20231,11440660,서교동,CS300033,철물점,382875563,12952,288503849,94371714,38293529,75718802,45169640,70853081,58468797,39689147,54682567,0,158578857,99748772,75506110,49041824,0,145205403,61440675,0,9515838,42191935,58244449,60422370,36271486,10171,2781,1853,1881,1828,2226,2383,1616,1165,0,4211,3443,3364,1934,0,6702,2410,0,582,1775,2543,2411,1801
20231,11440660,서교동,CS300036,조명용품,1558987012,42255,1477085615,81901397,215711959,223675850,388324023,299201028,350172755,81901397,0,0,436049697,482796866,487840032,152300417,0,844465587,348895992,0,13531425,75728470,201396717,429917751,472787214,39369,2886,8035,7633,7996,8132,7573,2886,0,0,7290,13961,13965,7039,0,23696,11189,0,994,3175,4643,10096,15977
20231,11440660,서교동,CS300043,전자상거래업,7169547581,268554,4410002787,2759544794,664136831,744798913,1090549084,943637758,966880201,1460761196,1298783598,78942804,92221337,1255002485,2843576730,2701031664,198772561,2356787738,4726277683,242944799,3406149385,1839489620,813135430,636899284,144446905,167504,101050,30462,30189,34257,34642,37954,56173,44877,923,1064,36076,107589,119023,3879,58506,209632,15514,164586,49268,18178,17413,3175
20231,11440660,서교동,CS300016,안경,1931566886,38142,1306986879,624580007,250502268,250575925,241548578,275590564,288769544,361955743,262624264,0,19380256,348975181,573743468,861248722,128219259,643453473,1258002944,50514203,793270922,463475899,250024903,247068812,97101679,26437,11705,5140,4808,5023,5230,6236,6684,5021,0,416,6159,10785,17144,3638,7167,30900,2337,21422,6661,3059,3708,880
20231,11440660,서교동,CS300015,가방,422903284,14364,316867637,106035647,86962943,38413595,55740863,96977633,38772603,66082674,39952973,0,716697,115377749,179665164,102003750,25139924,245419292,175176144,14605884,101354688,100914663,86502003,68740490,48477708,8647,5717,1691,1720,1685,1574,1977,3503,2214,0,32,2025,4387,5841,2079,4955,9287,1048,7347,2201,2002,1405,239
20231,11440660,서교동,CS300014,신발,4435524706,61220,2581029872,1854494834,387578212,568948886,621798356,422796307,579908111,1042428068,812066766,0,390421,1375676918,1131048025,1698373690,230035652,2271552662,2163152159,115050391,1764684904,1356749159,674987946,412590777,110641644,36852,24368,6378,7445,7261,6778,8990,14355,10013,0,10,11902,17538,27167,4603,21942,39268,1906,27219,15568,7743,6823,1952
20231,11440660,서교동,CS300011,일반의류,32265048124,537433,18805793378,13459254746,3493803922,3649046048,3403123452,3921396269,4338423687,7737482072,5721772674,96695825,55634154,3332389173,10142058653,15486038592,3152231727,11467345918,19460753742,1363081346,15456462119,5566368180,4488309029,3278524284,775354696,328939,208494,60661,61321,63030,64909,79018,117291,91203,2214,2243,51292,160368,257176,64140,141246,393446,30674,290627,86311,58051,56573,12460
20231,11440660,서교동,CS100009,호프-간이주점,29314047891,732309,16963981875,12350066016,2816384773,3096645595,3068586390,3202991135,4779373982,6954965149,5395100867,10691531959,283011313,36118267,239832439,5091733514,12971820399,16019196667,12419775123,1234723876,15184294367,6762008399,2640287599,2092473369,525184188,392209,340100,70022,66364,69823,70531,115469,184528,155572,308961,9965,1149,6068,114470,291696,400075,325358,28194,413882,173537,52943,45991,10874
20231,11440660,서교동,CS100010,커피-음료,28095032040,2745788,17880208866,10214823174,3219967044,3383721295,3489083767,3450272232,4337164528,5741882752,4472940422,315535050,1370992178,7119120714,9235707105,8396128787,1657548206,8945551171,17872583865,955398456,11896417398,7120402975,3766718872,2359419531,719777829,1852172,893616,336632,359352,370831,373791,411566,500050,393566,15150,266769,748658,848790,732356,134065,952741,1720487,97331,1190503,726909,335876,247690,74922
20231,11440660,서교동,CS200001,일반교습학원,155442515,322,130135060,25307455,22273696,51193152,3959915,12875499,39832798,7591901,17715554,0,20263145,38965747,42108038,23020303,31085282,63400514,92042001,0,8606214,95543855,32661842,18630604,0,270,52,48,105,10,28,79,18,34,0,27,98,110,48,39,158,164,0,26,156,109,31,0
20231,11440660,서교동,CS200002,외국어학원,1243562888,4558,942475125,301087763,179531933,249556451,150947578,176057582,186381581,252750320,48337443,1175620,134913599,324998118,339302621,418740099,24432831,515680214,689593853,4275377,192505995,349687180,262705064,308667367,87433084,3660,898,642,1077,649,929,363,831,67,6,470,1307,1213,1376,186,1634,2788,18,1328,1156,733,981,204
20231,11440660,서교동,CS200003,예술학원,7702794537,30333,5878649854,1824144683,1035580771,1335535521,1240033827,1138891264,1128608471,1305717337,518427346,11818685,325834035,1198035017,1841734091,3584488896,740883813,3008986180,4689759739,65248902,958720907,685184448,2439443301,3180845155,369303207,24402,5931,4317,5625,4734,5395,4331,4484,1447,19,943,3212,6760,18098,1301,8521,21797,1124,8358,4207,6992,8933,703
20231,11440660,서교동,CS200005,스포츠 강습,425454272,1453,404835393,20618879,62777208,83029000,60201447,73656800,125170938,18819277,1799602,1626150,59299138,55803482,28930400,255293052,24502050,117226423,303467032,0,116449383,149233659,73394110,52622501,28993800,1356,97,238,422,214,216,266,78,19,25,277,245,160,625,121,488,939,0,364,562,272,163,66
20231,11440660,서교동,CS200006,일반의원,26290841629,339211,22540846445,3749995184,4760274567,4349211869,3621154299,4305307824,5504897886,3479226535,270768649,0,2843534015,8297573477,8143537689,6998964531,7231917,6787490004,19489855347,51726769,6182627453,8608066210,4698176090,4043253293,2693495537,299709,39502,68323,57532,48350,57353,68151,37031,2471,0,62406,98659,108194,69884,68,119716,219346,1361,75341,88073,55832,60328,58127
20231,11440660,서교동,CS200007,치과의원,4951749958,34197,4485157213,466592745,873927066,1020931203,902607589,767659979,920031376,466592745,0,0,713309402,1834837379,1618971157,776680546,7951474,2345885869,2580168206,680286,480207801,770959670,1138549176,1171808105,1363849037,31036,3161,6293,7196,5750,5675,6122,3161,0,0,4842,10990,12965,5380,20,14458,19713,40,6077,7384,5672,7351,7648
20231,11440660,서교동,CS200008,한의원,3387645015,29488,2788107932,599537083,682335968,629991114,555800754,593376953,326603143,575296818,24240265,2619564,315728521,1137753604,1028241587,898368107,4933632,879847300,2507797715,23052383,644024233,1046670454,809469821,543360404,321067720,24897,4591,5941,4951,4777,5077,4151,4263,328,15,2761,10714,8300,7668,30,11141,18346,38,4707,8718,6155,4309,5560
20231,11440660,서교동,CS200016,당구장,396328460,18526,244486008,151842452,52089763,43914007,48717542,43962422,55802274,80728686,71113766,12878414,5122505,38289871,94865738,182748779,62423153,260045348,133380557,8689172,170688595,100334807,45750691,49500161,18462476,11626,6900,2169,2226,2265,2034,2932,3804,3096,740,237,1560,4355,8435,3199,13014,5394,506,7453,4183,2558,2477,1225
20231,11440660,서교동,CS200017,골프연습장,221270130,5295,143796155,77473975,32024275,28226163,39541830,19417783,24586104,48619610,28854365,8095908,2248802,27398960,39088816,91397436,53040208,173988255,18689896,0,11810147,42294959,53127914,54733249,30711882,3400,1895,734,633,858,598,577,1083,812,141,74,1075,925,1916,1164,4524,445,0,309,934,1745,1292,690
20231,11440660,서교동,CS200019,PC방,853472638,174562,556079322,297393316,114870765,103407260,104522832,113914800,119363665,148027577,149365739,175713555,61210859,77690858,156542465,234319721,147995180,675546380,177926258,46249624,509870374,197132362,31041151,51026636,18152491,114111,60451,23731,20341,21344,23812,24883,30686,29765,33020,11824,15861,34544,50031,29282,135094,39468,11857,107693,34784,6008,10674,3546
20231,11440660,서교동,CS200024,스포츠클럽,972791259,3650,852564404,120226855,234220139,194555161,100502484,160956132,162330488,45046917,75179938,3914010,51072668,234848364,203105744,378636278,101214195,217917269,754873990,0,433878229,186122502,153345124,147015279,52430125,3153,497,709,737,664,527,516,233,264,13,381,753,776,1324,403,899,2751,0,1888,845,491,304,122
20231,11440660,서교동,CS200025,자동차수리,132553310,799,118202187,14351123,26176045,25705533,36530595,15497108,14292906,13732898,618225,0,13987780,43221245,49347445,25996840,0,81417739,38437725,0,7239363,32287515,31870991,34617448,13840144,690,109,165,101,142,140,142,94,15,0,105,268,294,132,0,481,172,0,38,205,179,155,81
20231,11440660,서교동,CS200026,자동차미용,10640900,320,7891578,2749322,1891069,676421,1803789,938261,2582038,2000168,749154,0,1665596,2552943,5309539,1112822,0,5913227,2312923,0,218200,2596583,3498478,1672869,240020,240,80,57,22,51,29,81,58,22,0,51,73,159,37,0,181,73,0,7,80,109,52,7
20231,11440660,서교동,CS200029,네일숍,322166778,6322,230187984,91978794,31623634,49133125,46642480,49342421,53446324,73212991,18765803,0,4687095,75014869,98588705,123103541,20772568,29146358,291413059,3777698,145241368,107943912,29456353,29792210,4347876,4967,1355,702,1078,847,1059,1281,1114,241,0,95,1483,1859,2550,335,483,5807,110,3282,1813,539,458,91
20231,11440660,서교동,CS200030,피부관리실,1228800793,11039,953205705,275595088,163016307,183764825,137292185,236668690,232463698,221704276,53890812,11978990,65923996,298335794,311022359,420662826,120876828,237542280,952821379,2157782,380161477,485340599,151204564,115673871,55825371,8259,2780,1417,1523,1696,1586,2037,1953,827,123,328,2654,3172,4136,626,2200,8681,34,4743,3842,1107,885,271
20231,11440660,서교동,CS200031,세탁소,54831396,2166,46511995,8319401,8393961,6177063,13758079,10027549,8155343,8319401,0,0,4707767,15444742,13733944,20629611,315332,26875014,26398507,33413,6370315,9058349,14769981,16213615,6827849,1866,300,351,327,343,469,376,300,0,0,217,640,637,638,34,1116,997,5,381,486,576,443,223
20231,11440660,서교동,CS200032,가전제품수리,177363847,309,177363847,0,28827065,14434624,238662,62553098,71310398,0,0,0,3084926,56798696,90393783,27086442,0,164573338,1882777,0,0,7681377,19272476,1467328,138034935,309,0,36,36,18,131,88,0,0,0,80,79,123,27,0,203,45,0,0,45,53,45,105
20231,11440660,서교동,CS200034,여관,173478040,3059,103480352,69997688,22032620,16025559,24191137,23727597,17503439,42454065,27543623,66408782,19329175,2424400,29260928,21657311,34397444,112922779,59544309,25490128,104932285,20039695,10396292,9653568,1955120,2112,947,471,343,515,473,310,535,412,1058,301,93,486,534,587,2100,950,462,1789,369,249,151,30
20231,11440660,서교동,CS200037,노래방,2078759392,147377,1282827666,795931726,185345395,251467155,260700391,284182075,301132650,463708160,332223566,784671478,31468550,30314723,115950229,381799787,734554625,1315245971,659805881,71224221,744325122,527259503,280216004,236986300,115040701,90422,56955,16390,17633,17250,16497,22652,32958,23997,22308,1371,6914,23347,50215,43222,75518,71006,10435,88677,27999,7556,9943,1907
20231,11440660,서교동,CS300001,슈퍼마켓,4208802484,264789,2993612445,1215190039,552706154,557411174,595465049,617599016,670431052,662420300,552769739,2618915,374245210,781313233,1001935823,1558506120,490183183,1953426875,2181927262,102298096,1001873021,690960006,606082265,719963224,1014177526,188056,76733,35593,36612,37876,37732,40243,41016,35717,184,21724,44943,58634,104166,35138,128152,133608,5562,66577,51717,43919,43986,49998
20231,11440660,서교동,CS300002,편의점,17219817333,3021467,12181343282,5038474051,2267894238,2345865040,2335962189,2436902499,2794719316,2748737765,2289736286,2545739903,2320334697,2334569427,2358480644,4434615309,3226077353,10084350044,6791913692,356667654,6318026498,4903014618,2549942101,1949655267,798957597,2135014,886453,395630,410179,416014,429481,483710,480248,406205,383881,468536,450755,447938,779499,490858,1691925,1301936,86915,1232708,842249,398923,312765,120309
20231,11440660,서교동,CS300003,컴퓨터및주변장치판매,189264721,411,189082473,182248,34365171,11276605,760886,100411906,42267905,182248,0,0,175414,8752469,168884819,11452019,0,59212429,3670022,0,350828,526242,39891846,22113536,0,388,23,158,23,69,46,92,23,0,0,23,183,159,46,0,228,115,0,46,68,115,115,0
20231,11440660,서교동,CS300004,핸드폰,1884449318,22120,1515444993,369004325,152416622,933896921,122732222,139476801,166922427,120786036,248218289,47485392,119688944,191355421,1102656137,339379791,83883633,1395019483,489429835,3274052,412164293,91332082,302511635,174229913,900937343,13508,8612,3435,2392,2487,996,4198,3399,5213,700,1248,6057,6891,6093,1131,11715,10405,232,6544,3208,5878,3680,2578
20231,11440660,서교동,CS300006,미곡판매,184022924,580,184022924,0,34830837,114361250,34830837,0,0,0,0,0,0,128293584,0,55729340,0,0,114361250,0,0,0,0,55729340,58631910,580,0,116,348,116,0,0,0,0,0,0,464,0,116,0,0,348,0,0,0,0,116,232
20231,11440660,서교동,CS300007,육류판매,2201001758,8141,2132421947,68579811,733747262,20935288,562334091,55135520,760269786,66781831,1797980,0,704587991,1302111123,138233331,55777398,291915,1970967165,228094980,0,8019523,20405086,1797532444,18615119,354489974,6639,1502,1394,815,1221,1393,1816,1437,65,0,633,2595,3376,1526,11,5807,2302,0,358,1043,3227,612,2868
20231,11440660,서교동,CS300009,청과상,15804512,941,12372359,3432153,3542867,996432,719645,4400907,2712508,3432153,0,0,0,3100010,553573,10102709,2048220,13922364,1882148,0,0,10517889,1217861,1300897,2767865,664,277,222,111,55,165,111,277,0,0,0,277,55,554,55,830,111,0,0,721,110,55,55
20231,11440660,서교동,CS300010,반찬가게,2570640893,72405,1967189249,603451644,274276054,488782136,587108518,169718778,447303763,325190474,278261170,0,876361192,551426959,758231833,376863512,7757397,970960772,1006698965,68419402,483712690,286674074,569689839,421718547,147445185,45014,27391,9673,9832,9759,6495,9255,14168,13223,0,4707,12654,31725,22457,862,29095,40703,5806,29105,9838,13245,8166,3636
20231,11440660,서교동,CS200028,미용실,9974659775,129230,6294237513,3680422262,777414453,884788278,1347567809,1383768212,1900698761,2362510009,1317912253,1337573,58325871,1784479042,3654072976,4167651728,308792585,3389996931,6573820563,112064831,3092033654,3002628699,1729787890,1478627185,548675240,87051,42179,11139,14172,18505,18491,24744,26908,15271,25,1746,28883,43503,52865,2208,62555,66539,1246,42555,40009,20634,17757,6894
20232,11440660,서교동,CS300043,전자상거래업,8468645176,274999,4661752572,3806892604,662386446,686928093,966621797,991830968,1353985268,2290569353,1516323251,55833471,122690605,1605511129,3420938845,3028806515,234864611,2916820496,5349228491,205993054,3735304554,2582553908,1028684128,577926539,135586804,164082,110917,29842,30344,30642,32837,40417,64809,46108,465,1696,43864,99334,123815,5825,60364,213105,12679,162979,54735,20203,17508,5366
20232,11440660,서교동,CS300036,조명용품,1239153613,38917,1095526861,143626752,273498532,167434924,155441501,327214900,171937004,143626752,0,0,370288551,447313376,359757465,61794221,0,513664437,381611361,0,14138700,138343597,268538824,188484191,285770486,33181,5736,7296,5306,7159,7012,6408,5736,0,0,10643,11372,13476,3426,0,18972,12732,0,864,5817,6904,7643,10476
20232,11440660,서교동,CS300033,철물점,449935128,15230,329585701,120349427,57890447,64967596,47190226,90744271,68793161,91484329,28865098,0,201761417,98577503,95487623,54108585,0,196771866,124612033,0,7196608,66806081,60228616,46804174,140348421,11812,3418,2251,2782,2119,2726,1934,1855,1563,0,5138,3973,4026,2093,0,7840,2993,0,291,2463,2490,2384,3204
20232,11440660,서교동,CS300032,가전제품,33123248,21,33123248,0,0,7926931,0,24063898,1132419,0,0,0,0,25196317,5662094,2264837,0,33123248,0,0,0,0,0,0,33123248,21,0,0,11,0,5,5,0,0,0,0,11,5,5,0,21,0,0,0,0,0,0,21
20232,11440660,서교동,CS300031,가구,97187230,339,97187230,0,0,66444861,9510876,0,21231493,0,0,0,0,66519518,18872438,11795274,0,74657,97112573,0,0,0,0,66519518,30667712,339,0,165,75,83,0,16,0,0,0,149,150,32,8,0,75,264,0,0,0,149,150,40
20232,11440660,서교동,CS300029,애완동물,223710971,3320,134635494,89075477,39853571,4566705,23009638,37007402,30198178,43840828,45234649,0,3420457,28917460,59156257,120770226,11446571,118229163,79734490,164083,35941972,60727075,56962282,26888937,17279303,1971,1349,516,108,439,411,497,679,670,0,45,558,1128,1279,310,1851,1387,27,588,806,911,533,373
20232,11440660,서교동,CS300028,화초,1356736828,68883,842579038,514157790,235045595,122040116,181543348,122255918,181694061,274046135,240111655,0,45779549,308929773,419805961,522523159,59698386,407121861,790427254,41916844,460780899,390023353,147612872,111016863,46198288,33766,35117,9321,4307,6852,5471,7815,17662,17455,0,1575,16923,21938,25460,2987,17724,49982,4364,32436,17917,5358,5908,1716
20232,11440660,서교동,CS300026,완구,201603970,6405,96967907,104636063,8270871,10140806,8670443,12647975,57237812,50826941,53809122,0,0,7256505,60780168,83099938,50467359,168428168,33175802,3144107,49000483,124472243,21585686,2949597,451854,2487,3918,203,288,416,515,1065,2256,1662,0,0,341,2619,2765,680,3452,2953,398,2783,2259,760,197,8
20232,11440660,서교동,CS300022,화장품,18768680907,762690,13105668068,5663012839,2627240461,2554520665,2427018306,2524961060,2971927576,3261737731,2401275108,82268539,388488006,3178771134,5295186504,7448100928,2375865796,4488307900,13785558536,649396779,8487357156,3711895791,2369800790,2221264850,834151071,513063,249627,106859,97321,98404,101308,109171,139941,109686,2231,14104,119127,197993,326262,102973,172699,588417,34158,396616,157479,72022,76893,23948
20232,11440660,서교동,CS200003,예술학원,8156758038,32149,5739523585,2417234453,1041427305,1183005399,1175877951,1216406921,1122806009,1695428790,721805663,9090049,315155065,1166450780,2179881048,3542085982,944095114,3280186205,4838178620,143430961,1159421178,698033707,2306237089,3434824688,376417204,24918,7231,5345,4825,4660,5031,5057,5276,1955,21,722,4411,6716,18416,1863,9927,21774,1709,8520,3412,7715,9392,953
20232,11440660,서교동,CS200002,외국어학원,1371115647,5182,1165117822,205997825,214488703,306430704,222454917,203808247,217935251,187753195,18244630,0,176000044,385276248,388715645,379147105,41976605,603089353,715040908,4511315,253295144,481600900,315587501,179666395,83469006,4119,1063,959,890,786,950,534,1017,46,0,708,1463,1197,1650,164,1908,3092,35,1478,1418,972,901,197
20232,11440660,서교동,CS200001,일반교습학원,125795477,237,113128502,12666975,46527213,5860673,15311669,44373498,1055449,9500628,3166347,0,36896934,19446115,25607446,31173256,12671726,43712104,82083373,0,19852370,78598578,21114792,3167403,3062334,205,32,101,15,22,62,5,27,5,0,82,50,37,51,17,95,142,0,21,152,49,10,5
20232,11440660,서교동,CS100010,커피-음료,28592870633,3182125,17942670754,10650199879,3388526476,3399554716,3335687866,3358893338,4460008358,6046569721,4603630158,385888918,1779625277,7496061189,9038570601,8116113999,1776610649,9229444356,18038250128,1015422717,12274341863,7250534137,3513563857,2427910840,785921047,2157912,1024213,417225,411665,415019,420592,493411,568738,455475,22070,361863,889410,919036,824995,164751,1113410,1977536,122293,1413095,794397,366691,302269,92194
20232,11440660,서교동,CS100009,호프-간이주점,27881867450,722344,15565485061,12316382389,2792672191,2636981567,2574300361,2976284644,4585246298,6991619947,5324762442,10532014902,269622170,83124470,277983790,4538089844,12181032274,15127488263,11970841539,997376064,14348507190,6873864981,2492535904,1881107222,504938439,375441,346903,69718,59894,59041,70425,116363,192945,153958,310440,8545,4373,8669,104931,285386,389802,325665,23086,405972,179114,51064,45090,11139
20232,11440660,서교동,CS100008,분식전문점,6992230768,462635,4510197380,2482033388,833220521,823673638,851540436,890032871,1111729914,1371842622,1110190766,595275252,176683144,1656609882,1224054874,2326073590,1013534026,2904894086,3673476903,251123709,2644138689,1594824203,989093912,823133145,276057326,312249,150386,60102,59338,59300,62230,71279,83069,67317,25962,18100,117891,86334,156662,57686,185375,262904,20156,183144,103135,66887,57196,17763
20232,11440660,서교동,CS100007,치킨전문점,1261488708,37397,830446791,431041917,126364884,153674148,157135860,180037018,213234881,253370518,177671399,117925883,1040900,31232936,64984737,447132688,599171564,714129960,467910021,34700387,416833870,307525857,174727924,180027019,68224932,25955,11442,4468,4841,5032,5470,6144,6822,4620,2446,85,2330,3930,14960,13646,19803,16416,1216,12085,8011,5713,6436,2758
20232,11440660,서교동,CS100006,패스트푸드점,2984676096,204477,1849284871,1135391225,363852892,351830388,353993408,337296281,442311902,626771913,508619312,160006273,65889431,678419378,543545811,1185068862,351746341,1445414307,1399388467,88541119,1331191683,716385213,320267182,305206371,83211205,134545,69932,26675,26302,26521,25383,29664,37619,32313,14925,6358,51865,38670,70899,21760,96982,101882,8085,96722,46196,20377,21873,5617
20232,11440660,서교동,CS100005,제과점,2975146612,300170,1997868945,977277667,386135937,362859735,371471869,400829926,476571478,548777105,428500562,3159300,290760158,620412708,770165056,1077604380,213045010,936772443,1877233471,78498648,1063108957,705503043,405956394,364906396,196032473,205387,94783,40389,37835,41346,40597,45220,52188,42595,305,35547,61748,73826,107683,21061,93848,199473,9689,115569,72441,39360,36785,19480
20232,11440660,서교동,CS100004,양식음식점,13374753332,420010,6818007173,6556746159,1177623346,1148015086,1222309009,1324001181,1946058551,3481794852,3074951307,1962081635,113506191,2204567761,1881744968,4539757102,2673095675,4888089342,7760292312,326140393,5730644660,3829395991,1389637973,1007306200,365256448,204212,215798,36661,35400,36339,38074,57738,105145,110653,90262,3914,76508,60389,120926,68011,131547,276566,13147,203910,114235,37621,29586,9613
20232,11440660,서교동,CS100003,일식음식점,12638009812,376939,8137746003,4500263809,1375439111,1521041083,1467996838,1641428900,2131840071,2574699768,1925564041,751360697,12219990,2344946536,1388071741,5271039746,2870371102,5899579897,5612040802,290834314,5078455104,3329101370,1260836548,1170754256,381639126,247326,129613,45276,46664,46794,48357,60235,71897,57716,16966,682,110543,59258,144664,44826,166566,195389,15114,173052,90699,36519,36207,10369
20232,11440660,서교동,CS100002,중식음식점,5794834395,204323,3977622794,1817211601,742590542,751834489,784207836,791998626,906991301,1015986036,801225565,180232696,55533166,1556991440,743458701,2476995196,781623196,2499868062,2460663108,127347091,1778815240,1263342955,721086039,654949103,414990740,146242,58081,27267,28340,28590,29847,32198,31599,26482,4659,1884,71098,34288,76359,16035,86916,103268,7473,75491,43268,27738,23999,12207
20232,11440660,서교동,CS100001,한식음식점,66394502412,1995820,43579505756,22814996656,8101836301,7818042781,8401654039,8651955505,10606017130,13428970018,9386026638,7198893657,1343659192,11582161151,5028854880,24940358070,16300575462,32101154432,26243340837,1268268494,22660487120,15958303487,7636377661,6978695159,3842363321,1389955,605865,264922,263266,270564,279468,311735,344742,261123,204075,61273,583997,234819,601569,310087,955555,893407,52373,754139,451230,237424,225580,128211
20232,11440660,서교동,CS200005,스포츠 강습,492508328,1741,477769756,14738572,78284392,81452149,110948747,112529366,94555102,5296615,9441957,1151473,45527449,107003386,80905743,236139417,21780860,154727030,336546442,0,109765118,216454670,71983254,71444430,21287332,1641,100,282,310,294,447,308,70,30,12,133,492,274,731,99,591,1142,0,465,708,258,227,68
