"날짜","요일","시간","성별","연령","유형","방문수"
"2023-09-03","일요일","18","female","30","not purchase","26"
"2023-09-03","일요일","18","female","40","not purchase","2"
"2023-09-03","일요일","18","male","20","not purchase","1"
"2023-09-03","일요일","18","male","30","not purchase","5"
"2023-09-03","일요일","18","male","30","purchase","1"
"2023-09-03","일요일","19","female","20","not purchase","4"
"2023-09-03","일요일","19","female","30","not purchase","11"
"2023-09-03","일요일","19","female","40","not purchase","3"
"2023-09-03","일요일","19","male","20","not purchase","1"
"2023-09-03","일요일","19","male","30","not purchase","4"
"2023-09-03","일요일","19","male","30","purchase","1"
"2023-09-03","일요일","19","male","40","not purchase","5"
"2023-09-03","일요일","20","female","10","purchase","1"
"2023-09-03","일요일","20","female","20","not purchase","3"
"2023-09-03","일요일","20","female","20","purchase","1"
"2023-09-03","일요일","20","female","30","not purchase","22"
"2023-09-03","일요일","20","female","40","not purchase","3"
"2023-09-03","일요일","20","male","10","not purchase","2"
"2023-09-03","일요일","20","male","20","not purchase","5"
"2023-09-03","일요일","20","male","30","not purchase","3"
"2023-09-03","일요일","20","male","30","purchase","1"
"2023-09-03","일요일","20","male","40","not purchase","1"
"2023-09-03","일요일","21","female","30","not purchase","4"
"2023-09-03","일요일","21","male","40","not purchase","1"
"2023-09-04","월요일","10","female","20","not purchase","1"
"2023-09-04","월요일","10","female","30","not purchase","7"
"2023-09-04","월요일","10","female","30","purchase","1"
"2023-09-04","월요일","10","female","40","not purchase","1"
"2023-09-04","월요일","10","male","10","not purchase","1"
"2023-09-04","월요일","10","male","20","not purchase","1"
"2023-09-04","월요일","10","male","30","not purchase","5"
"2023-09-04","월요일","10","male","30","purchase","1"
"2023-09-04","월요일","10","male","40","not purchase","2"
"2023-09-04","월요일","11","female","20","not purchase","1"
"2023-09-04","월요일","11","female","30","not purchase","1"
"2023-09-04","월요일","11","female","30","purchase","1"
"2023-09-04","월요일","11","female","40","not purchase","1"
"2023-09-04","월요일","11","male","30","not purchase","3"
"2023-09-04","월요일","11","male","40","not purchase","1"
"2023-09-04","월요일","12","female","10","not purchase","1"
"2023-09-04","월요일","12","female","30","not purchase","1"
"2023-09-04","월요일","12","male","30","not purchase","2"
"2023-09-04","월요일","12","male","30","purchase","2"
"2023-09-04","월요일","13","female","30","not purchase","4"
"2023-09-04","월요일","13","male","30","not purchase","5"
"2023-09-04","월요일","13","male","40","not purchase","1"
"2023-09-04","월요일","14","female","20","not purchase","1"
"2023-09-04","월요일","14","female","30","not purchase","4"
"2023-09-04","월요일","14","female","40","not purchase","1"
"2023-09-04","월요일","14","male","30","not purchase","5"
"2023-09-04","월요일","14","male","40","not purchase","2"
"2023-09-04","월요일","15","female","20","not purchase","4"
"2023-09-04","월요일","15","female","20","purchase","2"
"2023-09-04","월요일","15","female","30","not purchase","27"
"2023-09-04","월요일","15","female","40","not purchase","4"
"2023-09-04","월요일","15","male","20","not purchase","2"
"2023-09-04","월요일","15","male","20","purchase","1"
"2023-09-04","월요일","15","male","30","not purchase","9"
"2023-09-04","월요일","16","female","20","not purchase","6"
"2023-09-04","월요일","16","female","20","purchase","2"
"2023-09-04","월요일","16","female","30","not purchase","16"
"2023-09-04","월요일","16","female","30","purchase","1"
"2023-09-04","월요일","16","female","40","not purchase","6"
"2023-09-04","월요일","16","male","20","not purchase","2"
"2023-09-04","월요일","16","male","20","purchase","2"
"2023-09-04","월요일","16","male","30","not purchase","4"
"2023-09-04","월요일","16","male","30","purchase","3"
"2023-09-04","월요일","16","male","40","not purchase","2"
"2023-09-04","월요일","17","female","30","not purchase","5"
"2023-09-04","월요일","17","female","40","not purchase","1"
"2023-09-04","월요일","17","male","30","not purchase","3"
"2023-09-04","월요일","17","male","40","not purchase","1"
"2023-09-04","월요일","18","female","30","not purchase","2"
"2023-09-04","월요일","18","female","40","not purchase","1"
"2023-09-04","월요일","18","male","30","not purchase","2"
"2023-09-04","월요일","19","female","20","not purchase","1"
"2023-09-04","월요일","19","female","20","purchase","1"
"2023-09-04","월요일","19","female","30","not purchase","4"
"2023-09-04","월요일","19","female","40","not purchase","2"
"2023-09-04","월요일","19","male","20","not purchase","2"
"2023-09-04","월요일","19","male","30","not purchase","4"
"2023-09-04","월요일","20","female","20","not purchase","1"
"2023-09-04","월요일","20","female","30","not purchase","8"
"2023-09-04","월요일","20","female","40","not purchase","1"
"2023-09-04","월요일","20","male","30","not purchase","7"
"2023-09-04","월요일","20","male","30","purchase","1"
"2023-09-04","월요일","21","female","20","not purchase","3"
"2023-09-04","월요일","21","female","30","not purchase","7"
"2023-09-04","월요일","21","female","30","purchase","1"
"2023-09-04","월요일","21","male","30","not purchase","1"
"2023-09-04","월요일","21","male","30","purchase","2"
"2023-09-04","월요일","21","male","40","not purchase","1"
"2023-09-04","월요일","22","female","30","not purchase","1"
"2023-09-04","월요일","22","female","40","not purchase","1"
"2023-09-05","화요일","10","female","30","not purchase","4"
"2023-09-05","화요일","10","male","30","not purchase","2"
"2023-09-05","화요일","10","male","40","purchase","1"
"2023-09-05","화요일","11","female","20","not purchase","3"
"2023-09-05","화요일","11","female","30","not purchase","5"
"2023-09-05","화요일","11","male","20","not purchase","1"
"2023-09-05","화요일","11","male","30","not purchase","4"
"2023-09-05","화요일","12","female","20","not purchase","8"
"2023-09-05","화요일","12","female","30","not purchase","14"
"2023-09-05","화요일","12","female","40","not purchase","3"
"2023-09-05","화요일","12","male","10","purchase","1"
"2023-09-05","화요일","12","male","20","not purchase","3"
"2023-09-05","화요일","12","male","30","not purchase","3"
"2023-09-05","화요일","12","male","30","purchase","1"
"2023-09-05","화요일","12","male","40","not purchase","3"
"2023-09-05","화요일","12","male","50","not purchase","1"
"2023-09-05","화요일","13","female","20","not purchase","5"
"2023-09-05","화요일","13","female","30","not purchase","22"
"2023-09-05","화요일","13","female","30","purchase","1"
"2023-09-05","화요일","13","female","40","not purchase","2"
"2023-09-05","화요일","13","male","20","not purchase","3"
"2023-09-05","화요일","13","male","30","not purchase","15"
"2023-09-05","화요일","13","male","30","purchase","2"
"2023-09-05","화요일","13","male","40","not purchase","3"
"2023-09-05","화요일","14","female","20","not purchase","4"
"2023-09-05","화요일","14","female","30","not purchase","25"
"2023-09-05","화요일","14","male","20","not purchase","1"
"2023-09-05","화요일","14","male","20","purchase","1"
"2023-09-05","화요일","14","male","30","not purchase","9"
"2023-09-05","화요일","15","female","20","not purchase","4"
"2023-09-05","화요일","15","female","20","purchase","1"
"2023-09-05","화요일","15","female","30","not purchase","22"
"2023-09-05","화요일","15","female","40","not purchase","1"
"2023-09-05","화요일","15","male","20","not purchase","2"
"2023-09-05","화요일","15","male","30","not purchase","6"
"2023-09-05","화요일","15","male","30","purchase","5"
"2023-09-05","화요일","15","male","40","not purchase","1"
"2023-09-05","화요일","16","female","20","not purchase","2"
"2023-09-05","화요일","16","female","30","not purchase","19"
"2023-09-05","화요일","16","female","30","purchase","1"
"2023-09-05","화요일","16","female","40","not purchase","2"
"2023-09-05","화요일","16","male","20","not purchase","1"
"2023-09-05","화요일","16","male","30","not purchase","3"
"2023-09-05","화요일","17","female","20","not purchase","1"
"2023-09-05","화요일","17","female","30","not purchase","6"
"2023-09-05","화요일","17","female","40","not purchase","4"
"2023-09-05","화요일","17","male","10","not purchase","2"
"2023-09-05","화요일","17","male","20","not purchase","1"
"2023-09-05","화요일","17","male","30","not purchase","3"
"2023-09-05","화요일","17","male","40","not purchase","1"
"2023-09-05","화요일","18","female","20","not purchase","1"
"2023-09-05","화요일","18","female","30","not purchase","6"
"2023-09-05","화요일","18","male","30","not purchase","1"
"2023-09-05","화요일","18","male","40","not purchase","1"
"2023-09-05","화요일","19","female","20","not purchase","2"
"2023-09-05","화요일","19","female","30","not purchase","8"
"2023-09-05","화요일","19","male","30","not purchase","4"
"2023-09-05","화요일","19","male","40","not purchase","1"
"2023-09-05","화요일","20","female","20","not purchase","1"
"2023-09-05","화요일","20","female","30","not purchase","9"
"2023-09-05","화요일","20","male","30","not purchase","2"
"2023-09-05","화요일","21","female","30","not purchase","1"
"2023-09-05","화요일","22","female","30","not purchase","1"
"2023-09-05","화요일","22","male","40","not purchase","2"
"2023-09-06","수요일","9","female","30","not purchase","2"
"2023-09-06","수요일","9","female","40","not purchase","2"
"2023-09-06","수요일","9","male","30","not purchase","1"
"2023-09-06","수요일","10","female","30","not purchase","10"
"2023-09-06","수요일","10","male","30","not purchase","6"
"2023-09-06","수요일","10","male","30","purchase","1"
"2023-09-06","수요일","10","male","40","not purchase","1"
"2023-09-06","수요일","11","female","30","not purchase","2"
"2023-09-06","수요일","11","female","40","not purchase","7"
"2023-09-06","수요일","11","male","20","not purchase","1"
"2023-09-06","수요일","11","male","20","purchase","1"
"2023-09-06","수요일","11","male","30","not purchase","4"
"2023-09-06","수요일","11","male","30","purchase","1"
"2023-09-06","수요일","11","male","40","not purchase","3"
"2023-09-06","수요일","12","female","30","not purchase","2"
"2023-09-06","수요일","12","female","40","not purchase","2"
"2023-09-06","수요일","12","male","30","not purchase","4"
"2023-09-06","수요일","12","male","40","not purchase","2"
"2023-09-06","수요일","13","female","20","not purchase","6"
"2023-09-06","수요일","13","female","30","not purchase","25"
"2023-09-06","수요일","13","female","30","purchase","2"
"2023-09-06","수요일","13","female","40","not purchase","2"
"2023-09-06","수요일","13","male","20","not purchase","2"
"2023-09-06","수요일","13","male","30","not purchase","11"
"2023-09-06","수요일","13","male","30","purchase","1"
"2023-09-06","수요일","13","male","40","not purchase","3"
"2023-09-06","수요일","14","female","20","not purchase","4"
"2023-09-06","수요일","14","female","20","purchase","1"
"2023-09-06","수요일","14","female","30","not purchase","28"
"2023-09-06","수요일","14","female","30","purchase","1"
"2023-09-06","수요일","14","female","40","not purchase","4"
"2023-09-06","수요일","14","male","20","not purchase","1"
"2023-09-06","수요일","14","male","20","purchase","1"
"2023-09-06","수요일","14","male","30","not purchase","20"
"2023-09-06","수요일","14","male","30","purchase","1"
"2023-09-06","수요일","14","male","40","not purchase","1"
"2023-09-06","수요일","14","male","40","purchase","1"
